Sentence,Anger,Fear,Joy,Sadness,Surprise
"Jesus christ , man .",0,0,0,0,1
"[PERSON] , I wondered who ate these damn things .",0,0,0,0,1
"[PERSON] , they weren't taking any chances !",0,0,0,1,1
[PERSON] ! You thick - headed chunk of fish - bait !,1,0,0,0,0
Junior's gonna be a convict before he's in third grade !,0,1,0,0,0
"Just because it is big and white and a yacht , is it not still dirt ?",1,0,0,0,1
Just get going .,1,0,0,0,0
Just get it over with .,1,0,0,0,0
"Just shut up about her , all right ?",1,0,0,0,0
"Just this once , [PERSON] , why don't you empty your own ashtrays ?",1,0,0,0,0
"Just wait till he's looking down your throat , that's all .",0,1,0,0,0
[PERSON] was never supposed to talk to him .,1,0,0,1,0
"[PERSON] , I'm gonna be sick . I'm sorry .",0,0,0,1,0
Kick 'em in the balls every time they get to their knees .,1,0,0,0,0
"Kirk , [PERSON] has made a chump out of you .",1,0,0,0,0
Knew we'd be too obsessed by the perpetrator inside the bank to see much more than a beard or a blond or a whiny jerk . What do you got ?,1,0,0,0,0
"[LOCATION] is up for grabs , the spoils of our once fine city going to the ruthless scum who can spread the most carnage and blood in our streets .",1,0,0,0,0
"Ladies and gentlemen , these photos depict horrors ...",0,1,0,0,0
"Later , you fucker !",1,0,0,0,0
Let's get outta here !,1,1,0,0,0
Let's go give that cop a bad time .,1,0,1,0,0
Let's hurry up and bury this bastard . I'm fucking knackered .,1,1,0,0,0
Let's kill him now .,1,0,0,0,0
Let's shove off !,1,1,1,0,0
"Life , every now and then , behaves as if it had seen too many bad movies .",0,0,0,1,0
"Like a velvet glove cast in iron , and like the gas chamber , [PERSON] , a real fun gal .",1,0,0,0,0
Look who's here .,0,0,0,0,1
"Look , I'm accused of doing something I didn't do .",1,0,0,0,0
Looks like a fucking choirboy .,1,0,0,0,0
"Lots of votes taken , but nothing has happened .",1,0,0,1,0
Lousy bitch .,1,0,0,0,0
Lousy freaks !,1,0,0,0,0
"Man , just look at him .",0,0,0,1,0
[PERSON]'s no one's friend .,1,0,0,0,1
Max . See that guy out there with the wog ?,1,0,0,0,0
"Maybe I wanted to see your face naked , no guard up , how you really felt hoping I would be wrong about something that I knew my entire life .",0,0,0,1,0
"Maybe she even killed my partner , [PERSON] .",1,0,0,0,0
Maybe you should have thought of that before you sent her to rob my client .,1,0,0,0,0
"Maybe your master knows the answer to that one too , or maybe he doesn't want to know .",0,0,0,1,1
Might as well be a hundred .,0,1,0,0,0
"MIT was after me , wanted me to rule the world for them .",1,0,0,0,0
Monster ! He's hiding my [PERSON] !,0,1,0,0,0
Monsters devouring human flesh .,1,1,0,1,0
"More importantly , what the hell am I doing here ?",1,0,0,0,0
More money for the Pentagon when it's own auditors admit the military can not account for % of what it already spends .,1,1,0,0,0
"Mother , I'll have to skip your party tonight .",0,0,0,1,0
Motherfucker .,1,0,0,0,0
"Mr [PERSON] , you've fallen in with thieves .",1,0,0,0,0
"Mr [PERSON] , it's contempt of court to refuse to answer questions .",1,0,0,0,0
Mr. Land ...,1,0,0,0,0
"Murder is very , very real .",0,0,0,1,0
"My ex-wife is now in [LOCATION] , in my ex-home with my ex-dog .",0,0,0,1,0
My God .,1,1,1,1,1
My life is none of your business .,1,0,0,0,0
"My mental facilities are twice what yours are , you pea brain .",1,0,0,0,0
Naturally .,1,0,1,0,0
Never mind .,1,0,0,0,0
Never !,1,0,0,0,0
No matter how many you kill here you still won't save the kingdom The emperor is surrounded by sycophants and has no idea of the suffering of his people,1,0,0,1,0
No way in hell .,1,0,0,0,0
"No , don't do it .",0,1,0,0,0
"No , get away from her you fucking old bitch !",1,0,0,0,0
"No , I don't like it .",0,0,0,1,1
"No , no , no . lt's Saturday night , man .",0,0,0,1,0
"No , no , no . Shit .",1,0,0,0,0
"No , not today .",1,0,0,0,0
I'm not sure how to operate that thing .,0,1,0,0,0
"I'm not surprised . Me , too .",1,1,0,1,0
I'm peeing my pants .,0,1,0,1,0
I'm scared .,0,1,0,0,0
I'm shaky .,0,1,0,1,0
I'm shocked .,0,1,0,0,1
I'm so afraid for you .,0,1,0,0,0
"I'm so scared my bones are clicking , like dice on a [PERSON] crap table .",0,1,0,0,0
I'm sorry for what happened .,0,1,0,1,0
"I'm sorry , I just made a mistake .",0,1,0,1,0
I'm sorry .,1,1,0,1,0
"I'm telling you , sir , you've got to put a stop to him now .",0,1,0,0,0
I'm the one that left you that note today . That's so strange .,0,1,0,0,0
I'm through making mistakes .,0,1,0,0,0
"I'm trapped , [LOCATION] .",0,1,0,0,0
I'm trapped .,0,1,0,0,0
I'm wondering too because this really wasn't part of the plan .,0,1,0,0,1
"I'm worried about the future , and what people will think .",0,1,0,0,0
I'm . . I no m. . mean to .,0,1,0,0,0
"I've been doing just that for years , until [PERSON] walked into my shop last week .",0,1,0,0,0
"I've been doing some checking on you , Mr. [PERSON] .",0,1,0,0,1
I've been robbed .,0,1,0,0,0
I've got a little problem .,0,1,0,0,0
"I've got every man on it , but without FBI or locals , we're carrying a handicap .",0,1,0,0,0
I've got to get out before he gets back !,0,1,0,0,0
"I've had a hell of a time after I've told this story , but I continue to tell the story because I think it's important for people to understand that this sort of shit goes on in the government !",1,1,0,0,0
I've just been bitten by a snake .,0,1,0,0,0
I've just heard a startling piece of news .,0,1,0,0,0
I've no other place to go .,0,1,0,0,0
I've only got hours .,0,1,0,0,0
I've put the gun down .,0,1,0,0,0
"I've , uh , really enjoyed this little chat .",0,1,0,0,0
"If a sorcerer's house isn't his castle , what is it ?",1,1,0,0,1
If anyone looks like they know you ...,0,1,0,0,0
"If [PERSON] sees a phone company subpoena , now , she'll bust a gut .",0,1,0,0,0
"If he found out , he'd insist upon doing it himself if he had the money , which I doubt .",0,1,0,0,0
"If he starts convincing those senators , you might as well blow your brains out !",0,1,0,0,0
"If I give them any trouble , they cut me .",0,1,0,0,0
"If I go , you'll ruin me .",0,1,0,0,0
"If I let go , I'll fall !",0,1,0,0,0
"If I miss that meeting , I'll lose about half next year's sales commissions .",0,1,0,0,0
If I take the Fifth and refuse to testify before the grand jury ... It could destroy my reputation .,0,1,0,0,0
"If I'm not on guard every moment , you steal across the border into reality .",0,1,0,0,0
"If it was in all states , not good .",0,1,0,0,0
"If it was the Royals , I'd be dead right now .",0,1,0,0,0
If it wouldn't be too much trouble .,0,1,0,0,0
"If [PERSON]'s found dead , that'll make for more questions and deeper probes .",0,1,0,0,0
"If [PERSON] was drugged , do you believe what he's saying ?",0,1,0,1,1
"If one of them followed you , there's got to be more of them around .",0,1,0,0,0
"If she succeeds , the consequences will be disastrous .",0,1,0,0,0
"If that's true , we were guilty .",0,1,0,1,0
"If the city can pay , we'll be humiliated .",0,1,0,1,0
"If the strychnine was not in the coffee and we know that it was not in the cocoa , where it was ?",0,1,0,0,0
"If they find out you're FBI , we have a problem .",0,1,0,0,0
"If they track you down , it wouldn't be our doing .",0,1,0,0,0
If things don't work out ...,0,1,0,0,0
"If we close , our stock won't be worth a nickel .",0,1,0,0,0
"If we didn't have a price on our heads , we'd get out of this hole .",0,1,0,0,0
"If we do this , we're in trouble .",0,1,0,0,0
"If we don't get that money , how's [PERSON] gonna go to seattle ?",0,1,0,0,0
"If we keep our stern to the wind , we'll roll over .",0,1,0,0,0
"If we let him live , could he forgive us ?",0,1,0,0,0
"If we lose , get out of town quick .",0,1,0,0,0
"If we push this , who are we pushing against ?",0,1,0,0,0
"If we quit , some Federal judge take away your money .",0,1,0,0,0
"If we screw up graduation , we'll have to take basics all over again .",0,1,0,0,0
"If we yield to blackmail from this man , we'll become a laughing stock !",0,1,0,0,0
"If you accept the bouncer dimensional theory , it's highly likely that we've done a hell of a lot of damage .",0,1,0,0,0
"If you bleed , you'll get an infection .",0,1,0,0,0
"If you do that you'll get nothing , except maybe the police after you .",0,1,0,0,0
"If you don't find [PERSON]'s killer , we are both history .",0,1,0,0,0
If you don't hurry ...,0,1,0,0,0
"If you drop any charges against [PERSON] , we'll drop the lawsuit against you .",0,1,0,0,0
"If you know where she is , I beg you to tell me now before it's too late .",0,1,0,0,0
"If you print anything now , I'll be exposed .",0,1,0,0,0
"If you tell anyone who is not in this room about this project , this bullet has your name on it , and it will find you .",1,1,0,0,0
"If you want him to die , shoot now .",1,1,0,0,0
"If you're guides there , I'll kill your family .",1,1,0,0,0
"If you're standing where [PERSON] was , you're gonna drown .",0,1,0,0,0
Imagine being forced to build that in the condition they must be in .,0,1,0,0,0
In hours every hit man in [LOCATION] will be here . I seriously doubt that .,0,1,0,0,0
"In a shootout , five members of one Colombian drug gang were ambushed by their bloody rivals , the Jamaican Voodoo Posse , who escaped without a trace - again making total fools of ...",1,1,0,1,0
In fact I should .,0,1,0,0,0
"In the dream , the destroyer's destroyed .",0,1,0,0,0
"In the meantime , I'll be dead .",0,1,0,0,0
In the reprisal for the shelling of our homes and the murder of our families by American warships .,0,1,0,0,0
Inside there's a huge creature,0,1,0,0,0
[LOCATION]'s been fatal to every commander who risked his fortune there .,0,1,0,0,0
Is anybody hurt ?,0,1,0,0,0
Is anyone down there ?,0,1,0,0,0
Is he all right ?,0,1,0,0,0
Is he dead ?,0,1,0,1,0
Is he gonna be a problem ?,1,1,0,0,1
Is he gonna be okay ?,0,1,0,1,0
Is it bleeding ?,0,1,0,0,0
Is it worth the risk of a scandal ?,0,1,0,0,0
"Is it , perhaps , that this cause is too hopeless ?",0,1,0,0,0
Is [PERSON] really dead ?,0,1,0,1,0
Is Mommy going to be all right ?,0,1,0,0,0
Is something wrong ?,0,1,0,0,0
Is there no a door of another side ?,0,1,0,0,0
"[PERSON] . [PERSON] , are you all right ?",0,1,0,0,0
"Isn't it possible that some sort of external intelligence , some discarnate entity , has crossed into our plane of existence ?",0,1,0,0,0
Isn't [PERSON]'s death enough ?,0,1,0,0,0
Isn't that rather exposing the First Lady to some risk ?,0,1,0,0,0
Isn't that terrible !,0,1,0,0,0
Isn't the reverse possible ?,0,1,0,0,0
It ain't safe to go that way ...,0,1,0,0,0
"It all began one night when the lights went out. ,",0,1,0,0,0
It can only blow up in our faces .,0,1,0,0,0
"It can't be a coincidence it lays out this way , [PERSON] .",0,1,0,0,0
It concerns me !,0,1,0,0,0
It could break us financially .,0,1,0,1,0
It could get you in trouble .,0,1,0,0,0
It could have been a dead end .,0,1,0,0,0
It could still come back at any time,0,1,0,0,0
"It couldn't have been me , sir .",0,1,0,0,0
It doesn't fear my incantations !,0,1,0,0,0
It don't hurt having ' an angel on your side .,0,1,0,0,0
"It don't look good , Miss B. I can't see any way out of this one .",0,1,0,0,0
It felt like an earthquake .,0,1,0,0,0
It hurts !,1,1,0,0,1
"It is being covered up , but , probably not for the reasons you might think .",0,1,0,0,0
It is he .,0,1,0,0,0
It is infernal !,1,1,0,0,1
It is spoken on all channels .,0,1,0,0,0
It is the monster !,0,1,0,0,0
It kills many brave men .,0,1,0,0,0
It looks like a life sentence .,0,1,0,0,0
It makes it increasingly less likely that we're alone .,0,1,0,0,0
It may bring you serious trouble .,0,1,0,0,0
It may endanger the very peace and stability of [LOCATION] .,0,1,0,0,0
"It means , um ... if you say anything about this , - your ass is grass . - Okay .",1,1,0,0,0
It might get infected .,0,1,0,0,0
It must be serious .,0,1,0,0,0
It put the rope to the neck !,1,1,0,0,0
It puts him in the area within one hour of the first killing .,0,1,0,0,0
It sounds frightening .,0,1,0,0,0
It sounds to me like you have an agenda .,0,1,0,0,0
It tried to kill my Raymond !,0,1,0,0,0
It was a nightmare .,0,1,0,0,0
It was an accident .,0,1,0,0,0
It was an avalanche .,0,1,0,0,0
It was horrible there .,0,1,0,0,0
It was just ... something happened that ... hasn't happened in like years .,0,1,0,1,1
It was really hard .,0,1,0,0,1
"It wasn't her fault , honest it wasn't .",0,1,0,0,0
It will be difficult for me . Suppose ...,0,1,0,0,0
It will get me in much trouble .  ,0,1,0,1,0
It will make them sick .,0,1,0,0,0
It ... it's gonna be okay .,0,1,0,0,0
It'll get cold .,0,1,0,0,0
It'll only get you in trouble .,0,1,0,0,0
"It'll probably kill me , too .",0,1,0,0,0
It's a big mistake .,0,1,0,0,0
It's a cruel disease .,0,1,0,0,0
It's a damn nightmare .,0,1,0,0,0
It's a hell of a way to impress my new partners .,1,1,0,0,0
It's a matter of life and death !,1,1,0,0,0
It's a matter of life and death .,0,1,0,0,0
It's a monster !,0,1,0,0,0
"It's a passion that continues to grow , ... The more the King is drowning .",0,1,0,0,0
It's a shark !,0,1,0,0,0
It's a train robbery .,0,1,0,0,0
It's a trap .,0,1,0,0,0
It's a wonder we make a profit at all .,0,1,0,0,0
It's all been like a crazy nightmare .,0,1,0,0,0
"It's all coming apart , Al.",0,1,0,1,0
"It's all right , don't shoot !",0,1,0,0,0
It's already on the : news .,0,1,0,0,0
"It's awfully quaint , isn't it ?",0,1,0,0,0
It's bad there .,0,1,0,0,0
It's bad .,0,1,0,0,0
It's black smoke .,0,1,0,0,0
It's dangerous jouncing Mrs. [PERSON] over open country .,0,1,0,0,0
It's dangerous .,0,1,0,0,0
It's difficult holding her .,0,1,0,0,0
It's going to be a disaster .,0,1,0,1,0
It's gonna be a massacre .,0,1,0,0,0
It's gonna be a treacherous hike .,0,1,0,0,0
"It's gonna take some getting used to , isn't it ?",0,1,0,0,0
It's her !,0,1,1,0,1
It's horrible .,0,1,0,0,0
It's just that ... the breeding is no longer working .,0,1,0,0,0
"It's just when you say these things are closing in on me , it's like a nightmare .",0,1,0,0,0
It's just -- it's hard sometimes .,0,1,0,1,0
It's kind of the hardest part of all these 'cause he doesn't -- He don't know why we're here .,0,1,0,0,0
It's like that time in [LOCATION] when he made me walk ... stripped down to only my long - handles and my hat .,0,1,0,0,0
"It's like they're after me , right ?",0,1,0,0,0
It's looking for us .,0,1,0,0,0
It's not an easy thing to do .,0,1,0,1,0
It's not enough .,0,1,0,1,0
"It's not going to be a problem , is it , [PERSON] ?",0,1,0,0,0
It's not going to be easy .,0,1,0,0,0
It's not like that .,0,1,0,0,0
"It's not mine , man .",0,1,0,0,0
It's not right . I'm gonna go check it out .,0,1,0,0,0
It's not safe .,0,1,0,0,0
"It's not what you think . I - I - I would never ... Please , [PERSON] .",0,1,0,1,0
"It's only temporary , you know ?",0,1,0,0,0
It's serious trouble . So many dead and wounded .,0,1,0,1,0
It's something I couldn't discuss with anyone .,0,1,0,0,0
It's three years since my last confession .,0,1,0,0,0
It's ticking like a bomb .,0,1,0,0,0
"It's too dangerous , it's utterly unpredictable .",0,1,0,0,0
It's too late to start anything now .,0,1,0,0,0
"It's too late , isn't it ?",0,1,0,0,0
It's too late .,0,1,0,0,0
It's too risky .,0,1,0,0,0
It's too young for a heart attack .,0,1,0,0,0
It's urgent !,0,1,0,0,0
It's you .,0,1,0,0,0
"It's your gun , sir ?",0,1,0,0,0
"[PERSON] , I warn you .",0,1,0,0,0
[PERSON] could be killed .,0,1,0,0,1
Japs !,0,1,0,0,0
Jeanne !,0,1,0,0,1
[PERSON] ! Murderer !,0,1,0,0,1
Jesus Christ .,0,1,0,0,1
"[PERSON] , sic him !",0,1,0,0,0
Judgement of murder !,1,1,0,0,0
"[PERSON] , I don't know what I'll do when you go .",0,1,0,0,0
"[PERSON] was here last night , trying to kill me .",0,1,0,0,0
"Just hear me out on this , OK ? I've known you a long time .",1,1,0,0,0
Just in case .,0,1,0,0,0
Just look at her . Look at the size of her .,0,1,0,0,1
Just look at me . I can't get through that jungle .,0,1,0,0,0
